id,x_soma,y_soma,z_soma,x_cm,y_cm,z_cm,degree,presynaptic_degree,postsynaptic_degree,weighted_presynaptic_degree,weighted_postsynaptic_degree,pca_1_x,pca_1_y,pca_1_z,pca_1_evr,linear_span_pca_1,n_mesh_vertices
864691136099763317,530880.0,675968.0,791760.0,558777.3332997183,715733.0942712267,795223.0332384751,144,127,26,153,43,0.3614312975692931,0.925215984026472,0.1155110386036952,0.6652612454419122,556443.7098990007,782623
864691136099771765,694272.0,1008640.0,788720.0,668567.4923783919,941749.182151822,758905.8657714308,29,7,22,7,23,-0.2374706658392098,-0.9044546267444544,-0.3543578855146765,0.8496172354782442,530705.0529839628,486713
864691136099776373,390400.0,847360.0,643520.0,400638.7273938024,848318.0659811533,643846.0952511023,0,0,0,0,0,0.9513548590244596,-0.2891717444361825,-0.1063185516750748,0.8976815810925839,106686.79095794568,52746
864691136099777397,587840.0,965184.0,878680.0,587750.7347502476,905177.6439403044,864513.3324275323,52,42,10,69,13,-0.3130172958946388,-0.9071110117783124,-0.2813712579161839,0.7218590625002262,654497.6609520741,460504
864691136099779445,1002496.0,657344.0,801800.0,1011534.498002458,658588.3383615677,799503.3875482316,30,16,16,19,17,-0.0021528995992761,0.6816974332622182,0.7316310371403191,0.4165682578771729,215528.3348079892,326998
864691136099785589,1087680.0,740736.0,831520.0,1088991.1030490473,754710.5484149377,820840.6964270953,21,14,8,16,8,0.0014306107528243,-0.9452182942293512,-0.3264357970674021,0.6112168005369141,687999.6656553079,481467
864691136099819637,1219008.0,863424.0,778200.0,1209693.9352657043,807025.2956317918,762359.4031502944,7,3,4,3,4,-0.0642133340287602,-0.976018486272884,-0.2080013514054651,0.8429423216951025,507061.0643594365,329776
864691136099823221,568704.0,546240.0,787720.0,589095.6517167243,555073.2363899341,787800.2143514006,20,3,18,3,29,0.609843403947224,-0.5540022671851015,0.5667208401107465,0.4800562085283854,260980.4698477997,501020
864691136099824245,1381440.0,910976.0,978400.0,1386174.1128028992,794414.3944628579,977111.2922751656,0,0,0,0,0,0.1256474392220393,-0.9853397152547309,-0.1154052276054691,0.9325543255630472,652600.749206546,317796
864691136099827317,1288960.0,826176.0,808440.0,1288240.4173247945,784711.3242568128,794858.7057400345,10,1,9,1,14,0.0802895323711493,-0.9966088558480448,-0.018010536829124,0.6694111717610951,341726.4032683449,409021
864691136099836021,914240.0,677248.0,781680.0,924539.3281293268,661005.5060385813,799347.1077521417,92,54,40,59,66,-0.9807380046730853,0.0555170809223584,0.1872720478761196,0.415043325187224,229553.9796368695,528527
864691136099855221,1329088.0,959424.0,911800.0,1314695.9643225877,893335.2888144611,897366.8004579477,16,13,5,15,5,0.0866282308484518,-0.9581490459476396,-0.2728478612151752,0.5624395159898,434503.0684054106,384672
864691136099858037,822784.0,910592.0,885760.0,830007.0467316076,906348.8615674448,885168.8104794101,17,9,8,9,9,-0.1290306488278319,-0.9132186739564532,-0.3865006406207961,0.4811774964240947,320372.7055544404,366865
864691136099923317,714112.0,997696.0,846120.0,685921.9935209923,969320.4214937316,844917.396229384,66,40,28,43,31,0.8370376525064159,0.5426486762465589,-0.0700027317638825,0.5068182789939528,457196.1083296135,589945
864691136099993717,810624.0,639488.0,862920.0,791204.9900811133,609152.4524886409,913644.0462781504,57,42,20,65,27,-0.3719258430852775,-0.7694288800235426,0.5192786976480179,0.6355173046715619,377953.3662857962,309890
864691136100003701,789376.0,877184.0,921240.0,781614.2188152322,827631.8940436444,913562.147800004,21,1,21,1,26,-0.0980629920848406,-0.9861719348024692,-0.1335985201689084,0.9282026265683144,739514.9021345087,367195
