id,x_cm,y_cm,z_cm
864691135113150105,1139808.6264085155,876700.2992609455,729201.5336177734
864691135113184665,1034546.400583832,984051.1001249342,913606.9114132044
864691135113187225,792751.2297249596,557554.6437020791,728886.4454988734
864691135113196441,1121397.8434981306,966291.5437508938,813064.9341797752
864691135113199513,955305.669178846,606123.0255082353,911865.217932736
864691135113200281,909392.552226957,615140.0322417984,933113.175345397
864691135113218969,778846.367352904,680112.0633870455,931233.4685322392
864691135113321625,574677.1471812045,625297.257875533,951920.08625778
864691135117775069,535268.469464875,847695.9186086535,755434.2091026488
864691135117781981,645845.852074444,905974.5561563378,743402.7826866428
864691135117787869,711107.2590648839,665481.1056069108,760915.8625838577
864691135117788637,632426.2662868638,653098.0450979642,814733.7679700451
864691135117789405,876067.7749571494,649120.0600317171,728546.0823142334
864691135117789917,759873.3233624616,661989.9508266018,939711.7183597689
864691135117791197,587522.9517791177,623901.6946690487,935232.4496612042
864691135117792477,1033827.097475083,647225.0411631878,848913.9324574161
864691135117795037,1103876.041107534,809053.763799753,866387.7415873054
864691135117796317,972968.02746564,618559.730730508,917001.9345777516
864691135117802205,1128189.9759789922,578296.6388874882,893398.2673711956
864691135117802717,1136380.1998531497,635543.0514655489,791635.193027838
864691135117814493,1268771.9212113386,587982.7125404294,865045.1764477415
864691135117820893,677848.2788879907,617405.8608840475,916247.315171128
864691135117826269,1329630.939429916,828235.5133001595,893578.5287849484
864691135117828317,821291.2990380619,651790.5213816245,840102.7101022945
864691135117834205,942905.065493479,654715.8353757045,870261.3390520071
864691135117834973,1162683.4952169207,937567.6300923089,801387.7867360148
864691135117837789,1093421.3031731397,767685.9629255618,752112.9315512069
864691135117912285,1270696.01487169,789231.9011582369,806577.2582317664
864691135118041565,648033.5349400184,1036930.579265398,922880.2401245582
864691135118046685,747908.6166779922,909910.210467832,879929.1044394994
864691135122298151,1175829.8988131862,871025.5360464252,745468.656353535
864691135122298919,818083.4012546316,819570.6003187818,808926.2483613805
864691135122300455,797692.8618526239,668978.1177864177,783210.3667413081
864691135122300967,1039053.340232878,631801.239324441,756254.0975592873
864691135122301479,1057014.4984915596,792290.2394012294,883506.3633474805
864691135122308391,865404.1641201837,908194.2816187184,838209.0653482534
864691135122309159,966438.6233282364,915726.1160112246,794830.0145588561
864691135122309415,931091.8439871998,854236.6359857966,944999.1545280667
864691135122309671,1028292.379790408,612368.3810125217,897036.4219445667
864691135122311463,947999.7517887016,952100.1565344854,908094.108022278
864691135122335783,426391.6324607887,873414.014088882,683435.147267129
864691135122337319,683786.2062772831,654116.3235066133,823626.680624433
864691135122338599,563030.090546658,829986.1005101457,960446.3203076957
864691135122341671,595420.8323097128,631005.7647341815,830735.9809485865
864691135122342695,553683.5671491489,873900.1933011042,795454.6087171505
864691135122342951,552191.329497385,918681.311082114,783458.3081554882
864691135122347047,1096299.3988573465,947252.2695453631,891032.4480214701
864691135122349351,1139504.5060590522,881922.5291130762,916014.4651056838
864691135122386727,630179.015057999,694492.977045161,753677.2992182809
864691135122561063,739040.0206254828,849260.3821379849,909948.9923274484
864691135122588711,734448.3066371911,609335.9022458352,837091.9026379219
864691135132653728,769886.1003376085,702076.0745404701,894885.2464983157
864691135132655520,822896.0152809747,668823.8711119756,758057.1617803846
864691135132662688,487167.0481234407,679384.9634059706,798622.7713857659
864691135132667552,1060685.2607334869,780049.7665816674,851171.7831121134
864691135132682400,1155166.228204323,859084.7616387423,822004.4998443822
864691135132769184,1020871.6842171692,894131.4615529652,853123.2878889708
864691135132774560,703156.5533497311,960676.0109139484,858403.4680203012
864691135132783008,752078.3994765908,781720.8375333039,824762.9166282576
864691135132797600,771688.7599999293,949882.922641244,930461.5734166222
864691135134645273,906698.893952864,923994.572123028,832423.5786146068
864691135134646553,845790.4977791583,732572.6881384037,779357.0615683785
864691135134650137,511972.18258470047,673015.8512862126,773634.8656635433
864691135134657817,1001407.4718911157,706632.2996725884,890897.4994024955
864691135134658329,1139757.4514646651,851905.6708792865,862018.2886425436
864691135134658585,554781.8542190758,712890.2561287569,746197.0210517135
864691135134662681,652676.1007820473,682870.7544240422,971226.9861023842
864691135134664729,1090279.4745802337,689866.4877476721,891258.6864301095
864691135134666009,839968.9250044796,641992.9962432602,752424.5923079285
864691135134668569,1006453.7280188836,561508.3479911461,852964.1574260029
864691135134669337,1042411.1636112712,807322.5840422492,970727.6166149658
864691135134671641,870597.981403357,897339.0545008177,916488.931236076
864691135134680089,355948.183063459,641400.4803098785,830734.690423091
864691135134690585,1355285.3315037077,579257.4047739359,862961.529175486
864691135134693913,1285658.4578904903,852240.3314214161,940545.26383614
864691135134694937,1267968.0091395327,850667.3861426528,861926.2548357338
864691135134695193,1302562.5246305717,680679.0255360409,811954.5886112992
864691135134708249,1366290.1106736932,571737.9323266783,990406.7411320084
864691135134710041,754885.5944849035,649775.9208325533,703172.6645811744
864691135134716441,1049434.421814443,732503.0720873657,939558.1104943744
864691135134723097,598340.9280448101,685395.6845580786,905101.5912792264
864691135134737433,694076.6970487974,873022.5391289528,751630.1728007419
864691135134788633,994012.9519347404,807441.7836688836,922126.3445330895
864691135134914329,696127.8769699194,410947.21631777246,927209.8705974218
864691135155505252,389273.4013591968,774802.3762878929,839698.8644138133
864691135155510116,549567.331486866,923504.2536277516,827716.8065660762
864691135155512164,645282.2954543711,855569.1689391413,799346.99282797
864691135155513188,588224.5399976146,681913.7394364453,984971.4097481442
864691135155515492,632642.0873501071,862320.533884028,865707.260219137
864691135155519844,1105900.9074260138,860599.7983213948,915977.0143760068
864691135155535460,1271597.8894010012,861330.564493064,748965.0525060118
864691135155538276,1252270.8255109866,606198.8424686335,913531.524596071
864691135155540836,1242695.1370957764,826579.0702395764,729769.4253751022
864691135155543140,1125295.245777895,857139.0227779615,778373.7644048454
864691135155545444,1214206.7615205366,865127.5723257893,896137.1246070532
864691135155548260,1067186.8582773416,625727.4297148231,879142.152857733
864691135155554148,961917.5856489112,656057.3026207711,897028.7700384478
864691135155555172,570747.4225091538,913287.5629053842,905307.396023142
864691135155559780,600691.5246307908,907496.3650728144,854372.1168329667
864691135155561572,615429.9343302881,768099.3478483394,873631.0347420977
864691135155563876,530056.1212626719,657293.4352655009,760835.4931731377
864691135155564644,454580.1175023493,666329.1349269063,703447.7331007571
864691135155567972,1042599.98217313,925584.9909720664,851165.652116572
864691135155568996,1008473.9112882704,747601.2523862887,923408.7490936328
864691135155580260,670787.7428382875,1027575.5874791408,913542.7406607176
864691135155730020,824104.6211873338,966235.1431993104,892480.4822528326
864691135155750244,850723.7439753603,825389.7039268889,911003.7686503542
864691135155758180,692156.1151286624,943431.2888317436,866043.3752827328
864691135162191149,700188.5687445208,686191.9202416206,975773.1163871406
864691135162191661,732391.9932646657,822995.0277052358,756033.8987242108
864691135162192173,600987.4914807342,805050.9100265795,865029.12619144
864691135162212397,800240.6962212715,678040.9883994414,895041.3950795565
864691135162214445,417704.8875322512,768328.9145712528,845281.9841751854
864691135162219309,1120434.9587945016,607794.1205116082,758670.1974732976
864691135162219565,1121810.7988598829,641542.5404007606,846590.3758165917
864691135162223917,785420.8737763889,890002.8830679943,792286.6198478027
864691135162224685,733760.4951144919,901908.2111207749,711096.6478765338
864691135162225453,895719.0302224901,947569.4917851354,892315.7055441779
864691135162232621,325902.0568710708,955095.24199647,827125.8682342444
864691135162236973,454184.9352382436,891067.4254964903,768893.659810091
864691135162245165,912759.6166216378,619280.5843172197,1008924.3354705144
864691135162255661,821355.3579949636,635688.7290710562,874426.2418437831
864691135162379053,824941.6245878836,682484.8441443619,751800.8057561168
864691135162442285,780507.8211522654,986734.2828325084,886023.6247928459
864691135162442541,751788.5713347727,990229.4935814856,784797.0841361175
864691135162476333,933710.1988481776,503384.765592072,809707.175749212
864691135162531117,771221.8828935974,942271.2128816432,885940.1520125977
864691135181687042,696610.7941009068,669799.8746611222,949185.7288954448
864691135181689346,679414.8057588385,864871.9811121762,745781.5499517856
864691135181693954,418961.4096882061,777514.9189633195,768212.0882057726
864691135181694466,520005.4281545735,680333.8927691841,747501.9615781629
864691135181698050,438199.95939130377,670846.0355380676,803645.0224109681
864691135181715714,1085093.9627767496,811344.5590651078,789880.5038500492
864691135181719298,1047746.9328175252,636858.5632387619,821175.0586517433
864691135181761282,1228990.071695185,897532.5345909937,915120.0902949396
864691135181766146,914801.4515397428,630655.6767834297,896179.8605263584
864691135181769730,817293.3865513294,614996.6544700777,725593.7967000094
864691135181792514,415192.28257456986,1015112.2608293165,801129.6688349328
864691135181793026,1133984.5875455372,620780.7368865166,773349.5112149639
864691135181802242,612097.8105523146,669210.3077186277,790019.0672387839
864691135181803266,582498.0652255298,693748.8937786826,829479.608009141
864691135181808642,410566.63575015066,1013349.6496795812,821636.5297271963
864691135181816834,468191.9980050298,1000125.8068596974,837579.2332616565
864691135181819906,402737.8820053067,1056061.6156981385,857562.0844497569
864691135181826818,479437.3500705875,1005489.8159317934,801422.6501575088
864691135181832450,1260978.6238582642,831991.2971284981,888187.1662336609
