i,j,weight
1234,2056,3
1234,2411,1
1234,5556,3
1234,6627,1
1234,8466,2
1234,8755,1
1234,9261,1
1234,9429,7
1234,10556,1
1234,10616,7
1234,12855,1
1234,13807,1
1234,15684,4
1235,69,1
1235,3384,1
1235,4035,1
1235,4630,1
1235,12774,1
1235,13717,1
1236,1244,1
1236,2260,1
1236,3122,3
1236,6364,1
1236,6856,2
1236,7559,1
1236,10401,1
1236,12349,4
1236,15361,1
1237,10056,1
1239,6872,2
1239,13282,1
1241,2250,3
1241,12670,3
1241,15728,1
1242,13726,1
1243,70,1
1243,3167,1
1243,5097,1
1243,6003,1
1243,10882,1
1243,12487,1
1243,13230,4
1243,14148,1
1243,14419,1
1244,1750,2
1244,2101,1
1244,2143,1
1244,3633,3
1244,4438,1
1244,5395,1
1244,6011,2
1244,6702,4
1244,6819,1
1244,7235,1
1244,12154,1
1244,12639,1
1244,12810,1
1244,15719,1
1246,225,3
1246,1665,1
1246,2143,7
1246,3024,5
1246,4009,5
1246,5256,1
1246,5402,5
1246,7235,6
1246,7591,3
1246,8373,11
1246,8409,7
1246,10199,8
1246,10291,8
1246,10487,3
1246,11527,3
1246,13184,5
1246,13314,6
1246,13523,6
1246,15149,6
1247,4264,2
1247,4641,1
1247,10220,2
1247,12114,2
1247,13012,2
1247,14497,1
1248,210,1
1248,6683,1
1248,12239,1
1249,119,1
1249,624,1
1249,2207,3
1249,4759,1
1249,5389,1
1249,9566,1
1249,11364,1
1249,11453,1
1249,11975,1
1249,12302,1
1249,13481,1
1249,13895,2
1249,13986,1
1249,15369,1
1250,3273,5
1250,12655,1
1250,13674,1
1250,15352,1
1251,3935,1
1252,8057,1
1252,11071,1
1252,11733,1
1252,14097,1
1254,5020,1
1255,1338,1
1255,2337,2
1255,2933,1
1255,4018,1
1255,4029,1
1255,4619,1
1255,5757,1
1255,5812,1
1255,5986,1
1255,6109,1
1255,6125,1
1255,7364,1
1255,7968,1
1255,8497,3
1255,9034,1
1255,9177,1
1255,10027,1
1255,11748,1
1255,11807,1
1255,13281,1
1255,13397,1
1255,13531,2
1255,13612,1
1255,14024,1
1255,14123,1
1255,14128,12
1255,14816,2
1255,14821,1
1256,1733,1
1256,3696,1
1256,10524,1
1256,11895,1
1257,1552,1
1257,2830,1
1257,3030,1
1257,3031,1
1257,3214,1
1257,3402,1
1257,3598,1
1257,5153,1
1257,5289,1
1257,7159,1
1257,7720,2
1257,7743,1
1257,8607,1
1257,9105,1
1257,9344,1
1257,9489,2
1257,10092,5
1257,11106,1
1257,11164,3
1257,11775,2
1257,11816,1
1257,13818,2
1257,14333,1
1258,203,1
1258,1649,2
1258,1650,1
1258,6099,1
1258,11390,1
1258,12340,1
1259,10048,1
1260,4653,1
1262,7335,1
1262,11054,1
1262,11076,3
1264,413,2
1264,810,1
1264,991,1
1264,1097,2
1264,1296,1
1264,1299,13
1264,2011,3
1264,2237,1
1264,3511,2
1264,3582,1
1264,3916,3
1264,4517,1
1264,4643,1
1264,5847,1
1264,6396,2
1264,6803,1
1264,6936,1
1264,7037,1
1264,8419,1
1264,8432,5
1264,8451,1
1264,8584,2
1264,8660,3
1264,8785,1
1264,8796,1
1264,8887,1
1264,9098,3
1264,9373,1
1264,9913,1
1264,9930,1
1264,10392,1
1264,10509,1
1264,10647,2
1264,12138,1
1264,12887,2
1264,12906,1
1264,13280,3
1264,13796,1
1264,14300,1
1264,14363,1
1264,14636,1
1264,15050,1
1264,15067,2
1264,15150,2
1264,15310,6
1264,15543,1
1264,15558,1
1265,4643,1
1265,12438,2
1265,12739,1
1265,12934,1
1265,13781,1
1267,14837,1
1268,51,1
1268,1820,1
1268,2746,1
1268,4163,1
1268,5761,1
1269,322,1
1269,3444,3
1269,4461,1
1269,5268,1
1269,5939,1
1270,2598,2
1270,7001,1
1270,7382,1
1270,9885,4
1270,9886,1
1270,12205,1
1270,13692,1
1270,15595,1
1271,1247,2
1271,3882,2
1271,4469,1
1271,8284,1
1271,10443,2
1271,11824,1
1272,13739,1
1272,15469,2
1273,515,3
1273,577,1
1273,1547,1
1273,8224,1
1273,9902,1
1273,10368,2
1273,10426,1
1273,13720,1
1274,4011,2
1275,1443,2
1275,2663,3
1275,3592,1
1275,5236,1
1275,6180,1
1275,9694,3
1275,10328,1
1275,10868,1
1276,395,1
1276,699,1
1276,801,1
1276,1106,1
1276,1625,1
1276,2082,1
1276,2687,1
1276,2698,1
1276,2818,2
1276,4273,1
1276,7265,1
1276,8122,2
1276,9917,1
1276,10370,1
1276,10453,3
1276,11474,2
1276,12194,1
1276,12609,1
1277,6650,1
1277,12563,1
1278,925,1
1278,1470,1
1278,3183,1
1278,3324,1
1278,5020,1
1278,8743,1
1278,9312,1
1278,9779,1
1278,11339,1
1278,13282,2
1278,14589,2
1278,15618,2
1279,1861,6
1279,6496,2
1279,7448,2
1279,8637,2
1279,11578,1
1279,13923,1
1279,14658,1
1280,9367,1
1281,21,1
1281,542,1
1281,638,1
1281,3365,2
1281,3444,1
1281,3574,2
1281,4507,2
1281,5465,2
1281,6159,1
1281,7419,5
1281,7997,2
1281,8443,2
1281,8568,4
1281,8748,1
1281,9770,1
1281,10344,2
1281,10914,1
1281,11519,1
1281,11881,2
1281,14210,1
1281,14981,3
1281,15175,5
1281,15237,1
1283,14910,5
1284,2673,1
1284,3079,1
1284,3344,1
1284,8287,1
1284,8471,1
1284,8770,1
1284,9851,1
1284,12002,1
1285,1008,1
1285,3056,1
1285,6652,4
1285,7828,1
1286,775,1
1286,6011,1
1286,13283,1
1289,6826,1
1289,9641,1
1289,10307,1
1289,12171,1
1289,15321,1
1290,846,1
1290,1444,2
1290,3186,1
1290,8323,1
1290,9859,1
1292,5616,3
1294,116,1
1294,4643,1
1294,12013,2
1294,14566,1
1295,310,1
1295,1958,1
1295,2589,1
1295,2600,1
1295,3402,1
1295,3837,1
1295,3916,1
1295,4550,1
1295,5449,1
1295,5543,1
1295,6723,1
1295,6959,1
1295,7300,2
1295,8502,2
1295,9423,1
1295,9555,1
1295,10994,1
1295,11665,1
1295,12803,1
1295,13796,1
1295,15675,1
1296,13781,2
1298,3209,1
1298,4195,2
1298,5695,1
1298,6029,1
1298,6152,1
1298,6833,1
1298,7847,1
1298,9728,2
1298,10375,2
1298,11025,1
1298,12150,1
1298,14702,2
1298,14716,1
1299,2608,1
1299,5411,1
1299,6375,12
1299,13005,1
1299,13805,2
1300,709,1
1300,5368,1
1300,12139,1
1300,13520,1
1302,5747,2
1303,2762,1
1303,4831,2
1303,8336,1
1305,10583,1
1305,13037,1
1306,691,2
1306,4841,1
1306,5012,1
1306,6005,1
1306,7191,1
1306,8484,1
1306,8607,1
1306,9495,1
1306,10162,2
1306,11111,1
1306,11255,1
1306,13799,1
1306,13986,1
1306,14307,1
1306,14380,1
1306,14683,1
1307,11403,1
1307,12842,1
1308,4294,1
1308,14880,1
1309,7,1
1309,981,1
1309,1052,1
1309,2933,2
1309,4018,2
1309,5088,1
1309,6155,2
1309,7153,1
1309,8207,1
1309,8858,1
1309,9037,1
1309,9496,1
1309,10418,1
1309,10795,1
1309,11695,1
1309,11809,3
1309,12036,1
1309,13030,1
1309,13060,1
1309,13895,1
1309,13990,1
1309,15088,2
1310,11140,1
1311,862,9
1311,10966,1
1312,736,1
1312,887,1
1312,899,1
1312,971,1
1312,1179,1
1312,1263,1
1312,1431,1
1312,2260,1
1312,2272,1
1312,2811,1
1312,2924,1
1312,2977,1
1312,3159,1
1312,3364,1
1312,3802,1
1312,3881,3
1312,3971,1
1312,4057,1
1312,5410,1
1312,5765,1
1312,5770,1
1312,6088,1
1312,6616,1
1312,6664,1
1312,6730,3
1312,6856,2
1312,7235,1
1312,8085,1
1312,8090,1
1312,8440,1
1312,8643,1
1312,9220,1
1312,9435,1
1312,9843,1
1312,9899,1
1312,10057,1
1312,10113,1
1312,10844,1
1312,11184,1
1312,11553,1
1312,12136,2
1312,12935,1
1312,13314,2
1312,13378,2
1312,13859,1
1312,14322,1
1312,15340,2
1313,247,1
1313,400,1
1313,1938,2
1313,3233,1
1313,6527,1
1313,8158,1
1313,11658,1
1314,282,1
1314,4966,1
1314,6891,1
1314,8757,1
1314,9312,1
1314,10540,1
1314,11393,1
1317,2761,1
1318,8519,1
1319,6261,1
1319,9678,1
1320,261,1
1320,1963,2
1320,4883,1
1320,5272,1
1320,5370,1
1320,12293,1
1320,13501,1
1321,4826,1
1322,154,1
1322,1647,1
1322,3183,4
1322,8528,1
1322,8743,1
1322,10207,1
1322,12252,1
1322,13345,1
1322,14198,1
1322,14642,1
1323,8841,1
1323,10074,1
1323,15241,1
1324,4633,1
1324,7494,1
1324,15171,2
1325,980,3
1325,1027,1
1325,2279,1
1325,6510,1
1325,10201,2
1325,14327,1
1325,14496,1
1325,14813,1
1326,13385,1
1327,2297,1
1327,3188,1
1327,3336,1
1327,6517,1
1327,9199,1
1327,12247,1
1327,12741,1
1327,13326,2
1327,13349,1
1327,13540,1
1327,13752,1
1327,15702,3
1328,977,1
1328,1434,1
1328,1513,1
1328,1776,1
1328,1882,1
1328,2456,2
1328,2464,1
1328,2517,1
1328,2611,1
1328,3713,1
1328,3932,10
1328,4035,5
1328,4942,1
1328,6343,1
1328,6817,1
1328,7398,1
1328,7802,1
1328,7840,1
1328,7894,1
1328,8712,1
1328,9038,2
1328,9126,1
1328,10910,3
1328,11055,2
1328,14276,1
1328,15418,1
1328,15475,1
1328,15581,1
1329,555,1
1329,1753,1
1329,10101,1
1329,14675,1
1330,519,1
1330,4526,1
1330,5337,1
1330,6461,2
1330,10568,2
1330,11049,1
1330,13445,6
1330,14507,1
1331,1897,1
1331,2882,1
1331,3776,1
1331,4070,1
1331,4201,1
1331,4329,1
1331,7148,7
1331,7465,1
1331,7470,1
1331,7521,1
1331,9506,1
1331,9589,1
1331,10479,2
1331,10558,1
1331,11221,3
1331,12392,2
1331,12697,1
1331,13697,1
1333,2686,1
1334,5900,1
1335,1195,1
1335,2482,2
1335,3504,1
1335,4444,1
1335,5060,1
1335,6023,1
1335,6159,1
1335,6521,1
1335,6921,2
1335,7641,1
1335,8911,1
1335,9929,1
1335,10053,1
1335,11347,1
1335,11576,2
1335,12813,1
1335,13922,2
1335,14000,1
1336,3014,1
1336,3997,1
1336,4495,1
1336,7632,1
1336,9019,1
1336,11384,3
1336,13479,1
1336,15509,1
1337,8156,1
1337,15061,2
1340,8814,1
1340,11354,2
1340,12943,1
1341,3179,1
1341,12689,1
1344,248,1
1344,583,5
1344,1000,1
1344,1005,2
1344,1848,1
1344,1991,1
1344,3197,4
1344,3350,3
1344,4759,1
1344,4899,2
1344,5878,1
1344,6807,1
1344,7334,1
1344,7678,1
1344,8063,1
1344,9250,1
1344,11052,1
1344,11390,2
1344,11886,1
1344,12035,2
1344,12094,1
1344,13031,2
1344,13337,1
1344,13712,2
1344,13969,4
1344,14542,1
1344,14596,5
1344,14645,1
1344,14818,2
1344,14881,2
1344,14945,1
1346,9695,1
1347,11378,1
1347,12742,1
1348,468,1
1348,2656,1
1348,2725,1
1348,9955,1
1348,10340,1
1348,13170,1
1348,14006,1
1348,14491,3
1348,14495,1
1351,10963,1
1353,13012,1
1354,8119,1
1355,10950,2
1355,14256,3
1356,667,1
1356,2473,1
1356,2652,1
1356,4363,1
1356,5595,1
1356,7016,2
1356,7290,1
1356,7502,1
1356,8195,1
1356,8886,1
1356,10174,1
1356,10749,1
1356,13087,1
1356,13984,1
1356,15672,1
1357,6026,1
1357,14445,1
1358,2300,4
1358,11589,1
1359,639,2
1360,15020,3
1361,6757,1
1361,11853,1
1362,1793,5
1363,54,1
1363,230,1
1363,387,1
1363,1097,1
1363,1769,1
1363,2600,1
1363,2850,3
1363,9488,1
1363,9997,1
1363,13926,1
1363,14059,1
1363,14238,2
1363,14748,1
1364,2221,2
1364,7533,3
1364,8265,3
1365,2087,7
1365,2101,1
1365,3282,1
1365,4815,3
1365,5554,1
1365,6772,1
1365,7165,1
1365,7206,1
1365,7543,1
1365,8284,6
1365,9443,1
1365,10199,5
1365,10401,1
1365,11100,1
1365,13336,1
1365,14022,1
1365,15719,1
1366,5774,1
1367,1915,1
1367,4964,1
1367,5100,1
1367,5304,1
1367,5928,2
1367,9589,1
1367,10717,1
1367,12653,1
1367,13652,1
1367,14968,1
1367,15177,1
1368,1710,1
1368,2178,1
1368,3250,1
1368,3781,3
1368,3872,1
1368,5528,1
1368,6204,1
1368,6405,1
1368,6614,4
1368,7351,1
1368,8669,5
1368,9365,1
1368,10111,1
1368,10128,1
1368,10739,2
1368,10865,1
1368,12985,2
1370,8505,1
1371,4319,1
1372,952,1
1372,3858,6
1372,8230,1
1372,8347,1
1372,8590,1
1372,11337,1
1374,5384,1
1376,281,1
1376,733,1
1376,1057,1
1376,2116,1
1376,2609,1
1376,2933,1
1376,3726,1
1376,4275,1
1376,4899,2
1376,7334,1
1376,7968,1
1376,8497,1
1376,9496,1
1376,10850,1
1376,12337,1
1376,12393,1
1376,13030,1
1376,13648,1
1376,13971,1
1376,14635,1
1376,14858,1
1376,14951,1
1377,6,1
1377,4618,1
1377,7010,1
1377,11038,1
1377,14868,1
1378,1297,3
1378,1711,1
1378,3530,2
1378,4390,3
1378,5504,1
1378,5509,2
1378,7524,1
1378,7868,2
1378,9171,1
1378,9497,1
1378,11971,2
1380,1104,1
1380,2211,5
1380,2520,1
1380,6083,1
1380,9815,1
1380,10129,2
1380,12297,14
1380,13267,1
1380,13383,2
1380,13738,1
1381,11221,1
1381,12850,1
1382,3252,1
1382,4037,1
1382,4066,1
1382,6447,2
1382,6693,3
1382,10337,1
1382,10661,1
1382,11017,1
1382,11614,1
1382,13240,3
1382,13281,1
1382,14233,3
1382,14484,1
1383,14392,1
1384,4507,4
1384,8748,1
1384,11293,1
1385,6967,1
1387,27,2
1387,978,1
1387,2088,1
1387,3086,2
1387,3194,4
1387,3246,1
1387,4076,1
1387,4138,1
1387,4352,1
1387,4562,1
1387,5492,1
1387,5796,1
1387,6263,1
1387,6405,1
1387,7248,1
1387,7662,3
1387,7723,2
1387,7984,1
1387,8123,1
1387,8519,1
1387,9561,1
1387,9567,1
1387,9708,1
1387,9720,1
1387,10054,1
1387,10102,2
1387,10218,1
1387,10540,1
1387,10590,1
1387,10625,1
1387,11214,2
1387,11550,1
1387,11727,1
1387,12248,1
1387,12648,2
1387,13003,1
1387,13168,1
1387,13359,1
1387,13444,1
1387,13462,1
1387,13574,2
1387,14221,1
1387,15517,1
1388,8502,2
1392,8497,2
1392,10724,1
1392,12450,3
1392,14649,1
1393,1491,1
1393,1732,1
1393,3165,2
1393,4415,1
1393,6104,6
1393,6831,1
1393,8853,1
1393,11440,2
1393,14295,1
1393,14406,1
1395,9416,1
1395,15039,1
1395,15677,1
1396,1771,1
1396,4866,1
1396,6015,2
1396,8743,1
1396,9300,1
1396,9963,1
1396,14491,1
1399,1523,2
1399,2850,3
1399,6723,1
1399,8932,1
1399,9274,1
1399,10789,1
1399,11362,1
1399,13005,1
1400,248,1
1400,2404,1
1400,8274,1
1400,8602,1
1400,11955,1
1401,436,2
1401,665,2
1401,1874,1
1401,4071,1
1401,5567,1
1401,7680,2
1402,1029,1
1402,4083,2
1402,4410,1
1402,5026,1
1402,11242,1
1402,12252,1
1402,14875,1
1404,6999,2
1405,366,2
1405,1040,1
1405,2175,1
1405,2702,2
1405,4742,2
1405,5222,1
1405,6484,1
1405,6986,1
1405,8351,1
1405,9148,1
1405,10102,2
1405,11130,1
1405,13165,1
1405,14982,1
1405,15223,1
1406,1642,1
1406,2483,1
1406,6704,1
1406,14835,1
1407,1239,1
1407,3717,2
1407,6497,2
1407,6872,2
1407,8661,1
1407,9414,1
1407,11550,1
1407,11792,1
1407,13266,1
1407,15426,1
1408,223,1
1408,4549,1
1408,9057,2
1408,9418,1
1408,13632,1
1409,13697,1
1410,13412,1
1416,1141,1
1416,2363,1
1416,4330,1
1416,12484,2
1417,8777,1
1421,1072,1
1421,2425,1
1421,2739,8
1421,5118,1
1421,6126,1
1421,6918,3
1421,7148,2
1421,7966,4
1421,8888,1
1421,10361,1
1421,10857,1
1421,10952,14
1421,11330,7
1421,12754,1
1421,12838,1
1421,14133,6
1421,14533,1
1422,5019,1
1422,5481,2
1423,9727,1
1425,1880,1
1425,2279,1
1425,2559,2
1425,3320,2
1425,4396,1
1425,4805,3
1425,4942,1
1425,5599,1
1425,6817,3
1425,6896,2
1425,7379,1
1425,8189,5
1425,9126,2
1425,9203,1
1425,9681,1
1425,10643,1
1425,10697,1
1425,11146,1
1425,11816,1
1425,12246,1
1425,14832,1
1425,15632,1
1426,557,4
1426,8614,2
1426,15429,1
1428,2008,3
1428,5049,3
1428,5440,1
1429,241,3
1429,12652,1
1430,6995,1
1430,15352,1
1431,887,1
1431,1179,1
1431,1251,1
1431,2590,1
1431,2748,1
1431,3467,1
1431,4641,1
1431,8403,1
1431,8591,1
1431,10057,1
1431,11558,3
1431,11758,1
1431,11856,1
1431,12303,1
1432,1816,1
1432,4435,2
1432,5252,2
1432,9385,1
1432,10435,1
1433,1323,1
1433,1671,2
1433,3690,1
1433,4970,1
1433,5038,2
1433,6942,2
1433,7550,1
1433,9630,1
1433,12120,5
1433,14085,1
1433,14404,1
1434,1899,1
1434,2608,2
1434,5259,1
1434,6092,1
1434,10994,5
1434,11637,1
1434,11840,1
1435,7095,1
1436,924,1
1436,1499,3
1436,1798,1
1436,2392,1
1436,3548,1
1436,3584,1
1436,5343,1
1436,5496,4
1436,5574,2
1436,6096,1
1436,6742,1
1436,7440,3
1436,9224,1
1436,10442,1
1436,10827,3
1436,11278,1
1436,11358,4
1436,11492,1
1436,13852,1
1436,14647,1
1436,14674,1
1436,14814,1
1436,14964,1
1437,5825,1
1438,2631,1
1438,4440,1
1438,6126,1
1438,6510,1
1438,7834,1
1438,8261,1
1438,10725,1
1438,13031,1
1439,3488,7
1440,1505,1
1440,15482,1
1442,338,3
1442,3829,2
1442,7041,2
1442,9338,1
1442,10907,1
1442,15496,1
1443,14242,1
1444,427,1
1444,818,1
1444,3033,2
1444,6019,1
1444,7465,2
1444,9152,13
1444,10177,2
1444,12139,2
1444,13827,1
1446,1061,1
1446,1640,1
1446,1798,1
1446,1875,1
1446,3595,1
1446,3932,1
1446,4227,1
1446,4556,17
1446,4933,1
1446,5747,5
1446,6104,1
1446,6587,2
1446,6662,1
1446,6904,1
1446,7702,1
1446,7719,1
1446,8655,2
1446,8973,1
1446,9360,1
1446,12782,1
1446,13362,1
1446,13716,2
1446,14674,2
1446,15038,1
1446,15666,1
1447,3171,1
1447,6323,1
1447,11913,1
1447,13123,1
1448,905,2
1448,13947,1
1449,708,2
1449,8984,1
1449,14288,1
1449,14412,1
1450,762,1
1450,1158,1
1450,1887,1
1450,5793,1
1450,7533,1
1450,10333,1
1450,12338,1
1450,12423,1
1450,13705,2
1450,13962,1
1450,14654,1
1451,951,1
1451,15055,1
1451,15442,1
1452,1836,1
1452,13103,1
1453,283,1
1453,1402,1
1453,1691,1
1453,2827,1
1453,2891,1
1453,2911,4
1453,2950,1
1453,3196,1
1453,4757,3
1453,5933,1
1453,6936,4
1453,7248,1
1453,7270,4
1453,7372,1
1453,7423,1
1453,7436,2
1453,8345,1
1453,8781,1
1453,9574,1
1453,9629,1
1453,10465,1
1453,10919,1
1453,11770,1
1453,12140,1
1453,12188,1
1453,12197,1
1453,12203,1
1453,12934,1
1453,13380,1
1453,13489,1
1453,14696,2
1454,7226,2
1454,8057,1
1454,13545,1
1454,15212,1
1454,15550,1
1455,2075,1
1455,2164,2
1455,4136,1
1455,4159,1
1455,13854,1
1458,3195,1
1458,3324,1
1458,4317,1
1458,6407,1
1458,6684,1
1458,9955,1
1458,10705,1
1458,11193,1
1458,13170,1
1458,13860,1
1460,748,1
1460,909,1
1460,1399,1
1460,1402,1
1460,1470,1
1460,1523,1
1460,1686,1
1460,2820,1
1460,3157,1
1460,3402,1
1460,3609,1
1460,4007,1
1460,4643,1
1460,4851,2
1460,5200,1
1460,5543,1
1460,6136,1
1460,6187,1
1460,6375,1
1460,6624,1
1460,6778,1
1460,6799,1
1460,7146,2
1460,7613,1
1460,7761,1
1460,7871,2
1460,8032,1
1460,8385,1
1460,8584,1
1460,8750,1
1460,9222,1
1460,9274,2
1460,9339,1
1460,9400,1
1460,9818,2
1460,9891,1
1460,11362,1
1460,11665,1
1460,12112,1
1460,12387,1
1460,13005,2
1460,13389,2
1460,14239,1
1460,14566,2
1461,571,1
1461,7083,1
1462,154,3
1462,397,1
1462,561,1
1462,1295,2
1462,1691,1
1462,1735,1
1462,2375,1
1462,2896,1
1462,3447,1
1462,5033,1
1462,7191,1
1462,9853,1
1462,10333,1
1462,10419,1
1462,10674,1
1462,11512,1
1462,11774,1
1462,12188,1
1462,12369,1
1462,13910,1
1463,4155,1
1463,6585,1
1463,9743,2
1463,10453,2
1463,10474,8
1463,13993,2
1465,497,1
1465,3972,3
1465,5022,6
1465,6264,2
1465,14277,13
1466,7305,1
1467,1714,1
1467,1992,1
1467,3154,1
1467,4083,1
1467,4117,1
1467,5349,1
1467,6624,1
1467,6778,1
1467,7005,1
1467,7401,1
1467,7984,1
1467,8720,3
1467,9318,1
1467,11550,1
1467,12068,2
1467,12174,1
1467,12769,1
1467,14481,1
1467,15686,1
1468,526,1
1468,738,2
1468,5197,1
1468,12331,1
1468,12367,2
1468,12658,1
1468,14327,1
1468,15578,1
1469,3272,1
1469,3969,1
1469,4265,1
1469,5799,1
1469,9423,1
1469,10419,1
1469,11055,1
1469,11446,1
1469,12011,1
1470,4851,1
1470,6187,1
1470,8143,1
1470,12676,1
1470,12699,1
1470,12768,1
1471,5249,2
1472,451,1
1472,781,1
1472,3246,1
1472,3998,1
1472,4683,1
1472,5708,1
1472,8738,1
1472,12776,1
1472,13640,1
1473,4444,1
1475,4185,4
1476,4784,1
1476,4883,2
1477,6507,1
1477,13891,1
1478,9753,1
1478,10564,4
1479,28,2
1483,991,1
1483,1002,1
1483,1299,9
1483,1659,1
1483,1686,1
1483,3511,1
1483,3616,2
1483,3783,1
1483,8660,1
1483,8734,2
1483,8995,1
1483,10188,1
1483,11664,1
1483,14260,1
1483,14432,1
1483,15050,1
1483,15310,1
1483,15558,1
1484,4373,1
1484,7092,1
1484,7539,1
1484,8831,1
1484,10625,1
1484,10884,1
1484,12889,1
1484,15536,1
1485,8242,1
1486,9594,1
1486,9714,1
1486,10328,3
1486,11675,1
1487,137,1
1487,3246,1
1487,5341,1
1487,6055,1
1487,11971,1
1488,2252,1
1488,5827,1
1488,8239,7
1488,8255,1
1488,8972,1
1488,9897,1
1488,11208,1
1488,12038,1
1488,12273,1
1488,12704,1
1488,13037,2
1488,13742,1
1488,14981,4
1491,380,2
1491,3579,1
1493,4610,1
1493,11235,1
1493,14205,2
1495,3788,1
1495,11208,1
1495,12670,1
1495,13101,3
1496,9552,1
1497,7217,1
1497,7868,8
1497,9908,1
1497,11553,1
1497,12832,1
1497,13196,2
1497,14355,1
1497,15376,1
1499,569,4
1499,952,4
1499,1834,1
1499,2230,8
1499,3407,2
1499,5987,1
1499,6181,1
1499,6260,1
1499,7952,1
1499,8721,2
1499,9750,3
1499,10321,1
1499,11369,1
1499,13226,1
1500,5582,1
1501,3912,8
1501,5403,1
1501,11579,1
1501,13760,7
1502,2319,3
1502,5630,3
1502,6260,2
1502,6950,2
1502,13923,2
1502,14309,1
1502,15038,2
1503,2674,1
1503,4140,1
1503,4505,1
1503,4917,1
1503,6291,1
1503,7214,1
1503,7382,9
1503,10434,1
1503,11438,1
1503,14011,1
1505,4448,1
1506,5193,1
1506,13984,1
1506,14095,1
1508,2235,1
1508,11268,2
1509,8385,1
1509,9541,1
1510,2042,1
1510,2905,1
1510,3082,2
1510,3368,1
1510,4071,1
1510,4773,1
1510,9491,1
1510,10705,1
1510,10818,1
1510,12492,2
1510,12985,1
1510,14287,1
1510,14396,1
1510,14491,1
1512,3056,1
1513,4311,5
1513,5195,1
1513,12696,2
1513,13894,1
1514,5498,1
1515,2633,1
1515,3850,1
1515,4132,1
1515,5042,1
1515,5411,1
1515,9168,1
1515,9432,2
1515,9614,1
1515,10264,1
1515,13340,2
1515,13451,1
1515,14800,1
1516,18,1
1516,451,1
1516,1312,2
1516,1664,3
1516,4356,1
1516,4869,1
1516,5218,1
1516,5854,1
1516,6007,2
1516,6581,1
1516,7302,1
1516,7383,1
1516,8373,1
1516,10401,1
1516,10844,1
1516,11109,1
1516,11813,1
1516,12326,3
1516,12792,1
1516,12810,1
1516,13314,1
1516,14355,1
1516,15164,1
1517,665,1
1517,987,1
1517,4057,3
1517,5809,1
1517,6801,1
1517,11479,1
1517,12042,1
1517,12052,1
1517,13834,1
1518,420,6
1518,2794,1
1519,2591,1
1520,423,1
1520,596,2
1520,3306,1
1520,5893,1
1520,6415,2
1520,6565,1
1520,6571,1
1520,7346,1
1520,8719,3
1520,8812,1
1520,10174,1
1520,10250,1
1520,11068,1
1520,11320,1
1520,12436,1
1520,12751,1
1520,13550,1
1520,15489,1
1520,15528,1
1521,2006,1
1521,11806,1
1522,203,2
1522,929,1
1522,1680,1
1522,1963,2
1522,2530,2
1522,3067,1
1522,3865,2
1522,5539,1
1522,7272,1
1522,7532,1
1522,9522,1
1522,10814,1
1522,12066,3
1522,13179,1
1522,14852,1
1522,15554,1
1523,5317,1
1523,5543,1
1523,6437,1
1523,15185,2
1524,2521,2
1524,9151,1
1525,439,1
1525,1018,1
1525,5402,1
1525,6571,1
1525,7378,1
1525,7555,2
1525,10972,3
1525,15489,1
1526,10708,1
1526,13034,1
1527,3366,1
1527,3932,1
1527,5259,1
1527,5531,1
1527,5599,1
1527,10697,1
1527,11328,1
1528,7830,1
1530,3109,3
1530,8121,1
1530,8926,1
1531,753,5
1531,1732,1
1531,5210,6
1531,13175,1
1531,15092,4
1532,217,1
1532,640,1
1532,1100,1
1532,5279,1
1532,9699,1
1532,10868,1
1532,12952,1
1532,13834,1
1532,14172,1
1534,1268,3
1534,5100,3
1534,6199,2
1534,10940,1
1534,12653,1
1534,15061,1
1535,474,1
1535,528,1
1535,749,1
1535,1195,1
1535,5444,1
1535,6584,1
1535,6825,1
1535,12126,5
1536,775,1
1536,1676,1
1536,3530,1
1536,4136,1
1536,6369,2
1536,10858,2
1538,255,1
1538,488,1
1538,1021,2
1538,3288,1
1538,8595,1
1538,9768,1
1538,11135,1
1538,11141,2
1538,11413,1
1538,11575,2
1538,11979,1
1538,13092,1
1538,14547,1
1538,14915,2
1538,15575,1
1539,7632,1
1539,8867,2
1539,9308,1
1540,3906,1
1540,9580,1
1540,11030,1
1540,11041,2
1540,11645,1
1541,220,2
1541,517,1
1541,691,1
1541,1027,1
1541,1745,1
1541,2133,1
1541,2612,2
1541,2964,1
1541,4012,2
1541,4521,1
1541,4981,1
1541,5856,1
1541,5874,1
1541,6081,2
1541,6351,1
1541,6442,1
1541,7146,1
1541,7270,1
1541,7423,1
1541,7646,1
1541,7716,2
1541,7767,1
1541,8182,1
1541,9495,1
1541,9555,1
1541,9865,1
1541,10546,1
1541,11946,1
1541,12537,1
1541,12778,1
1541,14380,1
1541,14432,1
1541,14918,3
1541,15588,1
1542,1502,1
1544,2984,1
1544,4411,1
1544,9778,1
1544,10116,1
1544,11054,2
1544,11773,2
1545,6609,1
1545,7880,1
1545,10550,1
1546,929,1
1546,2850,1
1546,6723,1
1546,7761,1
1546,9042,1
1546,9532,1
1546,13441,2
1546,14187,1
1546,15017,1
1547,1463,1
1547,2885,1
1547,5082,1
1547,6419,1
1547,7873,1
1547,12256,1
1547,15375,1
1548,8742,1
1551,3017,1
1551,10465,1
1552,776,1
1552,3897,1
1552,4406,1
1552,5490,1
1552,6435,1
1552,9548,1
1552,12616,2
1552,14549,1
