i,j,weight
0,1399,1
0,1833,1
0,2375,1
0,5312,1
0,8584,1
0,8660,1
0,15077,1
2,812,7
2,950,4
2,1037,3
2,1861,1
2,3468,2
2,4472,2
2,4552,1
2,5545,2
2,7931,1
2,8471,1
2,8637,1
2,8822,8
2,8973,1
2,9099,2
2,11662,3
2,12153,4
2,12549,1
2,12593,1
2,12817,13
2,13608,2
2,14307,3
2,14674,1
2,15604,1
3,12181,1
3,15295,1
5,52,1
5,1357,1
5,1416,1
5,1650,2
5,3350,1
5,7211,1
5,7371,1
5,10638,1
5,11880,1
5,13240,5
5,13256,2
6,1021,1
6,1038,1
6,1656,1
6,2836,1
6,3776,1
6,4094,1
6,4154,1
6,4201,1
6,5508,1
6,5898,1
6,8056,1
6,9494,1
6,12196,1
6,14147,1
6,14413,1
6,14868,1
6,15412,1
6,15729,6
7,11967,1
7,13376,2
7,14466,1
8,4213,1
8,4630,1
8,5599,1
8,8532,1
8,10200,1
8,12205,1
8,15191,1
9,15276,1
10,1133,1
10,1882,1
10,4145,1
10,4993,1
10,5289,1
10,7748,1
10,10007,1
10,14326,2
11,93,1
11,1813,1
11,5012,3
11,7438,2
11,8471,2
11,9341,1
11,10028,3
11,13067,1
11,14572,1
11,15357,3
12,154,2
12,436,1
12,1002,1
12,2353,1
12,2833,1
12,3147,1
12,6402,1
12,7266,1
12,8421,1
12,9751,1
12,10279,1
12,12174,1
12,12197,1
12,13876,1
12,14205,1
12,14495,1
12,15463,1
13,814,1
13,1198,2
13,1513,1
13,2247,1
13,2588,1
13,2608,1
13,4311,1
13,4993,1
13,9242,1
13,13894,2
14,7,1
14,1114,1
14,1199,1
14,2177,1
14,2600,1
14,3598,1
14,7322,1
14,7642,1
14,9344,1
14,9414,1
14,9566,1
14,9760,3
14,11219,1
14,11572,1
14,11630,1
14,11775,1
14,11806,1
14,12000,1
14,12002,1
14,12168,1
14,12509,2
14,12920,4
14,15091,1
14,15238,1
14,15475,1
15,1741,4
15,3404,2
16,519,1
16,3235,1
16,12947,1
16,15493,1
17,1958,1
17,3695,1
18,8714,1
18,8850,1
18,12622,1
19,2878,1
19,3838,1
20,11955,1
21,179,1
21,650,1
21,1488,1
21,1740,1
21,2983,2
21,3317,2
21,3996,1
21,5251,2
21,5465,1
21,6809,1
21,9044,1
21,9825,2
21,10252,1
21,10425,9
21,11881,2
21,11896,1
21,12575,2
21,13975,4
21,14981,2
23,2221,1
23,2493,1
23,3491,1
23,5793,2
23,9163,1
23,13285,1
25,2144,1
26,9026,2
26,11469,1
27,6025,1
28,3593,3
28,9607,1
28,10365,1
29,11748,1
30,11390,1
31,7051,4
31,8278,1
32,7682,1
34,615,1
34,1989,1
34,3868,1
34,5113,1
37,451,1
37,573,1
37,1251,1
37,1405,1
37,1664,3
37,3047,1
37,3155,1
37,3226,3
37,3971,1
37,4601,1
37,4742,3
37,5921,1
37,7217,1
37,8485,1
37,8850,3
37,9148,1
37,10057,6
37,10844,1
37,12326,2
37,12328,1
37,12951,1
37,13686,1
37,15699,1
38,6694,1
38,9419,1
38,9734,1
39,2933,4
39,3173,1
39,6288,1
39,9082,1
43,48,1
43,738,2
43,776,1
43,2552,1
43,3932,1
43,7646,2
43,9165,1
43,9566,1
43,10971,2
43,11164,2
43,12298,1
43,13271,1
44,9487,1
45,1957,1
45,5092,1
45,5503,1
45,8192,1
47,6449,1
48,955,1
48,1159,1
48,3366,1
48,4491,2
48,4550,1
48,5188,1
48,6959,1
48,9344,1
48,9495,2
48,10971,1
48,11572,1
48,11637,1
48,11775,1
48,15366,1
49,756,2
49,1930,1
49,4316,2
49,6100,1
49,6443,1
49,9107,3
49,13106,1
49,14102,1
49,14760,1
49,15122,1
50,48,1
50,1425,1
50,1899,2
50,1910,1
50,2452,1
50,3329,1
50,6459,1
50,7532,4
50,12977,1
50,13441,1
50,14862,1
50,15366,1
50,15513,1
52,6881,1
52,11839,1
53,521,1
53,553,1
53,577,2
53,1492,1
53,2008,1
53,3272,1
53,3466,1
53,4584,2
53,8276,2
53,8477,2
53,10198,1
53,10426,1
53,10720,2
53,11054,1
53,11089,1
53,11306,1
53,12431,1
53,13106,1
53,13993,2
53,14589,2
54,2504,3
54,3402,1
54,4584,1
54,5630,1
54,9339,1
54,10222,1
54,13262,1
54,13932,5
54,14333,1
55,5978,7
55,6477,3
55,13791,3
56,154,1
56,4251,1
56,9254,1
56,13139,1
56,13168,2
56,15295,2
57,1688,1
57,2024,6
57,2533,1
57,2897,3
57,3550,2
58,15406,1
60,14684,1
61,3550,1
61,13537,1
62,4179,1
62,4415,2
62,5337,1
62,5481,1
62,6104,1
62,8055,2
62,9867,1
62,13709,1
62,15647,1
63,357,1
63,660,2
63,847,1
63,2004,1
63,3571,1
63,3702,1
63,4141,1
63,4430,1
63,7409,1
63,7966,1
63,8563,2
63,9360,1
63,10612,4
63,15380,3
64,801,1
64,2946,1
64,3811,1
64,5870,1
64,9042,1
66,4319,1
66,10287,1
66,10426,15
66,13226,1
67,546,7
67,1265,1
67,3196,1
67,3392,1
67,8068,1
67,8630,1
67,9085,1
67,9380,5
67,13213,1
67,14512,1
67,14671,1
67,14878,6
68,2560,1
68,4062,7
68,4440,1
68,4900,1
68,5640,1
68,6524,1
68,8092,1
68,8685,1
68,10337,1
68,12574,1
68,12697,2
68,13008,1
68,13604,1
68,14564,7
69,583,1
69,6693,3
69,12035,1
70,2687,3
70,4273,1
70,10755,2
70,13808,1
71,4684,3
71,9563,3
71,13459,2
71,13961,2
71,15253,3
71,15395,3
74,350,3
74,680,1
74,4674,1
74,7437,1
74,9456,1
74,11913,1
74,12126,1
74,12773,1
74,12788,1
74,14152,1
76,5040,1
76,8848,1
77,129,1
77,451,5
77,1087,1
77,2167,3
77,2553,1
77,2663,1
77,2905,1
77,3226,1
77,5556,1
77,6791,1
77,6929,1
77,10008,1
77,10297,1
77,10556,1
77,10818,1
77,10957,7
77,11758,1
77,12406,1
77,12514,1
77,12606,1
77,13003,1
78,2779,1
79,8619,1
79,12298,1
80,6097,3
80,7966,2
81,46,1
81,8882,1
81,11013,2
84,10748,1
88,5973,1
88,11041,1
90,41,1
90,2327,1
90,5000,1
91,790,1
91,1027,1
91,1295,1
91,1833,2
91,2818,1
91,3272,1
91,3466,1
91,4615,2
91,5602,1
91,5706,1
91,5882,1
91,5911,1
91,6684,1
91,7642,1
91,7716,1
91,7830,1
91,8160,1
91,9423,2
91,9655,1
91,10202,1
91,11474,1
91,13526,2
91,13796,1
91,14135,1
91,14155,1
91,14343,1
91,14772,1
92,2236,1
92,14364,1
93,444,2
93,1763,1
93,3459,1
93,3597,1
93,3925,2
93,4026,1
93,4371,1
93,5937,1
93,7762,1
93,11256,1
94,95,2
94,252,2
94,1488,1
94,2412,3
94,3234,6
94,4369,2
94,4764,1
94,5722,4
94,7099,1
94,7581,1
94,8174,1
94,8585,3
94,8732,1
94,9932,1
94,10163,1
94,10836,1
94,12670,1
94,12704,4
94,13591,1
94,14167,7
94,14258,1
95,3574,1
95,7130,1
95,7250,1
95,11804,1
95,11881,1
95,13883,1
95,14210,1
95,15464,1
96,7351,1
96,8876,1
98,2841,1
98,5662,1
98,6498,1
98,8073,2
98,8247,3
98,8440,1
98,9692,1
98,10500,1
98,11692,1
99,6740,1
99,8525,1
99,10386,1
100,70,1
100,288,1
100,3505,3
100,5947,1
100,7646,1
100,9831,1
100,12203,1
100,12470,1
100,13385,2
101,884,1
101,4099,1
101,4981,1
101,5733,1
101,6241,1
101,6498,1
101,9411,1
101,9431,1
101,9724,1
101,9851,2
101,11700,1
101,13644,2
101,14006,1
101,14098,1
101,14152,2
101,14909,2
101,15060,1
101,15312,1
102,134,1
102,1109,1
102,1254,1
102,1468,1
102,2319,1
102,2589,1
102,3466,1
102,3493,1
102,4043,1
102,4334,3
102,4585,1
102,7265,1
102,7270,1
102,7390,1
102,7658,1
102,9489,1
102,10095,1
102,10333,1
102,10453,1
102,11098,1
102,11672,1
102,12573,2
102,12988,1
102,13812,1
102,14218,1
102,14918,2
102,15091,1
103,2198,1
103,7388,1
103,10971,2
103,14228,1
104,3967,1
104,5546,1
104,5626,2
104,5670,3
104,9956,1
104,10560,1
104,11574,1
104,12352,2
104,13398,1
106,1540,1
106,2254,1
106,3525,1
106,4071,1
106,6592,2
106,9394,1
106,9942,1
107,7419,1
108,858,1
108,981,1
108,5389,1
108,5460,1
108,5999,1
108,6881,1
108,7110,1
108,10927,3
108,15704,1
110,642,2
110,3597,1
110,3757,1
110,12331,1
110,13265,1
111,270,1
113,5433,1
113,8978,1
113,11203,1
113,11336,1
113,11777,1
113,12960,1
113,15429,1
114,1422,3
114,4275,1
114,4774,2
114,7396,1
114,9848,1
114,10001,1
114,10063,1
114,10108,1
114,10164,1
114,10568,4
114,11335,1
114,15049,1
115,5817,1
115,6548,1
115,13174,2
116,6785,1
116,7351,1
116,9541,1
116,15185,1
117,105,1
117,1327,1
118,256,1
118,474,1
118,3700,2
118,4641,1
118,5645,1
118,7221,1
118,7483,1
118,7607,1
118,10600,2
118,11129,2
118,11479,2
118,13981,2
118,14288,1
118,15503,1
119,1521,1
119,3384,1
119,3909,1
119,5490,1
119,5812,1
119,6693,1
119,8849,1
119,10638,1
119,13969,1
119,14645,1
120,11286,2
123,10841,1
123,14553,1
125,3579,1
125,3595,1
125,3749,1
125,6104,8
125,6904,1
125,8853,1
125,9900,1
125,10150,1
125,10568,1
125,13933,1
125,14592,1
125,15461,1
126,8471,1
127,530,1
129,550,1
129,925,1
129,2056,1
129,4280,1
129,9362,1
129,9559,1
129,9678,2
129,10607,1
129,10744,1
129,12889,1
130,8563,1
130,8726,4
130,11374,1
133,749,1
133,1406,1
133,4099,1
133,5845,1
133,6684,1
133,13935,1
134,854,1
134,2698,1
134,3374,1
134,7086,1
134,7885,1
135,7082,2
135,9572,2
136,1057,1
136,2006,1
136,2135,1
136,2967,2
136,3759,1
136,6056,1
136,6099,1
136,6550,1
136,7334,1
136,9848,1
136,9881,1
136,10337,1
136,10569,1
136,11390,1
136,12206,1
136,13537,1
136,13648,2
136,14399,1
138,3696,2
138,4533,1
138,7731,1
138,9392,1
138,11141,2
138,11757,1
141,1740,2
141,6483,1
141,7699,1
141,12411,1
141,15345,1
142,217,2
142,370,1
142,4668,2
144,962,1
144,5354,1
146,11112,2
147,4733,1
147,14646,2
148,815,1
148,1771,1
148,3905,1
148,5081,1
148,5809,1
148,5839,1
148,5937,1
148,7060,1
148,9567,3
148,9780,2
148,11888,1
148,13440,2
148,13881,1
148,15588,1
149,1139,1
149,2293,1
149,4857,1
149,7306,2
149,11340,2
150,11104,1
151,955,1
152,7372,1
154,5333,1
154,5602,1
154,6766,1
154,9118,1
154,10303,1
154,11102,1
154,13359,1
155,10047,1
156,643,1
156,4407,1
156,4417,1
156,5971,3
156,12397,1
156,15431,3
157,8313,1
157,8972,1
157,9046,1
157,12912,1
157,15099,1
157,15654,1
158,218,2
158,358,1
158,1154,1
158,1267,1
158,1495,1
158,1742,3
158,2199,2
158,2315,1
158,2423,1
158,2989,1
158,3044,1
158,3549,1
158,3705,1
158,4228,1
158,4254,1
158,4294,1
158,5887,1
158,6186,2
158,7102,1
158,7366,1
158,8100,3
158,8742,1
158,8978,1
158,10067,1
158,10104,1
158,10799,2
158,10986,1
158,11152,1
158,13338,1
158,14084,1
158,15096,1
162,610,2
162,1384,4
162,7611,1
162,8695,1
162,9182,1
162,9674,1
162,10344,1
162,11462,6
162,12443,2
162,14377,2
162,15387,2
163,1063,1
163,4369,1
163,4567,1
163,5960,1
163,11225,1
163,12912,3
163,13602,1
163,15707,2
164,10329,1
164,13833,2
166,11070,1
167,2011,1
167,8432,1
167,10904,3
167,14224,1
167,14941,2
168,4537,2
172,514,1
172,12811,4
174,8745,1
176,991,1
176,2011,2
176,9011,1
177,5241,1
177,7034,1
177,15611,1
178,652,1
178,991,1
178,1474,1
178,5016,1
178,15259,1
181,2833,1
181,4205,1
181,11842,1
181,12663,1
181,12726,1
181,15582,1
182,1422,1
182,4144,1
182,9826,1
182,12638,1
182,13265,3
183,4000,7
183,9201,1
183,13625,2
184,1084,1
184,5241,1
184,7889,1
184,9029,1
184,9851,1
184,11534,1
184,11773,1
184,12032,1
184,12256,1
187,646,1
187,2982,1
187,3027,1
187,6970,1
187,14899,1
189,11926,1
190,2899,1
190,5513,1
190,6682,1
190,8385,1
190,9339,2
190,9445,1
190,11672,2
190,12266,1
191,451,1
191,971,1
191,1497,1
191,1953,1
191,2167,1
191,2758,1
191,3008,1
191,3226,4
191,3671,1
191,4317,1
191,4422,1
191,4742,1
191,4983,2
191,5134,4
191,5588,1
191,6088,1
191,6467,1
191,6468,1
191,6600,2
191,6895,1
191,6938,1
191,7000,1
191,7822,1
191,7904,2
191,8046,1
191,9153,2
191,10057,2
191,10973,1
191,11019,4
191,11115,1
191,12096,1
191,12281,1
191,12310,1
191,13196,2
191,13891,2
191,14416,2
191,15699,1
193,2456,1
193,4516,1
193,5212,1
193,5853,1
193,6768,1
193,7849,1
193,8517,1
193,9228,1
193,9879,2
193,11725,1
193,12234,2
193,13895,1
193,14335,1
193,15418,1
194,10051,1
194,12487,1
195,7622,1
195,13094,5
196,740,1
196,1486,1
196,2503,2
196,4015,1
196,5735,1
196,7641,1
196,7938,1
196,8195,1
196,8740,3
196,8798,1
196,8886,1
196,11045,1
196,11156,1
196,12559,1
196,12767,1
198,444,2
198,1195,1
198,3428,1
198,3835,1
198,7016,1
198,8845,1
198,9237,1
198,9929,1
198,10674,1
198,11543,1
198,13053,1
200,4928,1
200,8247,1
200,9565,2
200,11913,1
201,810,1
201,4374,1
201,5674,3
201,7927,1
201,12266,2
202,8004,1
202,9034,2
202,9474,1
203,1011,1
203,1357,1
203,1522,2
203,3030,1
203,3067,1
203,3344,1
203,3687,1
203,3800,2
203,5289,1
203,6041,1
203,6272,1
203,9522,1
203,9826,2
203,10568,2
203,11491,1
203,12312,1
203,13038,2
203,13067,1
203,15569,1
204,1801,1
205,573,3
205,2553,1
205,3226,1
205,4800,1
205,5809,1
205,6895,2
206,6328,1
206,10485,1
206,10545,1
206,14567,1
208,1311,1
209,4315,1
210,1619,1
211,994,1
211,2433,1
211,9888,1
211,12733,1
211,13796,1
211,13860,1
211,14589,1
212,4144,1
213,2845,1
214,14284,1
216,3688,1
217,370,1
217,1100,2
217,2008,1
217,3444,3
217,3858,6
217,4349,1
217,4357,1
217,5183,1
217,6057,1
217,10261,1
217,11083,1
217,11250,1
217,12952,1
217,13852,1
218,1846,1
219,12992,4
220,13838,2
221,1695,1
221,1942,1
221,1957,8
221,4317,1
221,4650,2
221,5238,3
221,7203,2
221,8831,1
221,11217,1
221,11418,3
221,12689,1
221,13551,3
221,14725,3
221,14798,1
221,14870,1
223,4108,1
224,206,1
224,1798,1
224,2938,1
224,3344,1
224,3992,1
224,4179,1
224,4556,1
224,4826,2
224,6992,1
224,7764,1
224,7816,1
224,7824,1
224,8217,1
224,9263,1
224,9377,1
224,13709,1
224,13716,1
224,13800,1
224,15063,1
224,15237,1
224,15600,1
225,1246,1
225,3024,2
225,5554,1
225,6802,1
225,6815,1
225,10286,1
225,10714,1
225,10999,1
225,11179,1
225,12935,1
226,805,1
226,4106,1
226,13114,1
227,1165,3
227,3747,3
227,4453,3
227,4764,1
227,5307,1
227,5832,1
228,6336,1
228,6529,1
229,1071,2
229,5024,1
229,6264,4
229,11936,1
230,2750,1
230,3983,1
230,6927,1
230,15326,5
231,262,2
231,3682,1
231,4080,1
231,4152,3
231,5249,1
231,5267,3
231,5458,1
231,7224,1
231,9442,1
231,10013,1
231,12366,1
231,13565,4
231,13690,14
231,13856,1
231,13858,2
231,14764,1
231,15478,1
233,485,1
233,4071,1
235,1463,2
235,5441,1
235,6098,4
235,8276,1
235,9743,1
235,10474,3
235,11212,1
235,14164,1
236,1434,1
236,4140,1
236,4425,1
236,6164,1
236,6817,3
236,8189,3
236,9154,1
236,9203,2
236,9826,2
236,13805,1
236,15554,1
236,15581,2
237,73,2
237,640,1
237,8017,1
237,9750,2
238,103,1
238,977,8
238,1158,6
238,1363,1
238,1943,1
238,2600,1
238,3568,10
238,3850,1
238,3873,3
238,3877,4
238,4491,29
238,5127,1
238,5531,4
238,5946,1
238,6660,2
238,6882,3
238,7894,4
238,8122,1
238,8852,1
238,9865,3
238,11332,2
238,12097,1
238,14316,1
238,14610,1
239,591,3
239,625,1
239,2167,1
239,4124,1
239,4356,1
239,9927,1
239,10038,1
239,11026,1
239,15428,3
240,862,3
240,12966,2
242,7195,1
243,197,1
243,1579,1
243,5019,2
243,5119,1
243,5661,1
243,11173,1
244,1680,4
244,1978,2
244,7958,1
245,2519,1
245,8746,1
245,10607,1
246,15097,1
248,1775,1
248,1848,1
248,2836,2
248,3340,1
248,4845,1
248,4969,1
248,5928,1
248,6609,3
248,7917,1
248,9502,2
248,10559,1
248,10777,1
248,10953,1
248,11038,1
248,11790,1
248,11955,1
248,12404,1
248,12697,1
248,12799,1
248,13138,2
248,13750,1
248,14053,1
249,1021,1
249,2648,1
249,8057,7
249,9328,2
249,9652,2
249,14143,1
249,15460,1
250,1272,1
250,2052,2
250,2782,9
250,3164,1
250,4239,1
250,6417,1
250,9810,2
250,11854,1
250,12054,1
251,1815,3
251,1846,1
252,1151,1
252,2587,1
252,3738,1
252,3926,1
252,4507,1
252,5873,1
252,6809,1
252,7134,1
252,8140,1
252,9897,1
252,10183,1
252,10252,1
252,10344,1
252,11881,1
252,14210,3
252,15525,2
253,619,1
253,10556,2
253,11283,1
253,13359,1
253,14430,1
254,10999,2
254,15427,1
255,2828,15
255,8897,2
255,10464,2
255,13124,3
256,1102,1
256,12813,1
257,2232,2
257,2560,4
257,5143,1
257,5942,2
257,8283,2
257,9363,1
257,10729,1
257,11069,1
257,11496,1
257,12908,1
257,13894,1
257,14005,1
258,14141,1
258,14462,6
260,318,1
260,1922,1
260,5658,1
260,5807,1
260,7219,1
261,1434,1
261,1560,1
261,3638,1
261,4722,1
261,4845,1
261,7022,1
261,7065,1
261,7392,3
261,7770,1
261,7939,1
261,8468,1
261,9234,1
261,10412,1
261,10716,1
261,10770,1
261,13180,1
261,13692,1
261,14420,1
264,1161,6
264,7335,1
264,10287,1
264,10338,1
265,1234,1
265,13876,1
267,836,1
267,951,1
267,4171,1
267,8291,1
267,11952,1
267,14101,1
268,605,1
268,6699,7
268,7216,7
268,7354,8
268,7771,1
268,11939,2
268,13034,1
268,15297,1
269,194,3
269,2818,2
269,6843,1
271,5409,1
271,7148,1
272,4446,1
272,11008,1
272,11353,1
273,2938,1
273,4312,2
273,6279,1
274,2008,1
274,13928,1
276,673,1
276,7550,2
276,10855,1
276,11777,2
277,6526,1
277,12260,1
277,13392,1
280,6268,1
281,2532,1
281,5739,1
281,5944,1
281,10315,1
281,14175,1
282,1510,1
282,2254,1
282,2972,1
282,4866,1
282,5852,1
282,10382,1
282,13487,1
282,13964,1
282,14491,1
282,15052,1
283,395,1
283,790,1
283,1463,1
283,1469,4
283,1659,1
283,3693,1
283,3782,2
283,5206,1
283,5467,2
283,7981,1
283,9144,1
283,10295,1
283,10370,3
283,11727,1
283,12729,2
284,4297,3
284,8239,1
284,8803,1
286,1834,1
286,4349,1
286,7889,2
286,7998,1
286,8017,2
286,10261,1
286,10436,1
286,14172,7
286,14337,1
287,125,1
287,815,1
287,1188,2
287,1531,1
287,2091,1
287,2852,1
287,4403,3
287,5337,1
287,6104,8
287,6537,1
287,7231,1
287,8752,1
287,9377,1
287,9544,3
287,9586,1
287,9782,1
287,9867,1
287,10062,2
287,10150,1
287,10339,1
287,10545,3
287,11936,1
287,12790,4
287,12922,1
287,13175,2
287,13456,3
287,13872,1
287,13933,1
287,14162,1
287,14594,1
287,15092,2
287,15636,1
288,1186,2
288,1463,1
288,2415,1
288,2827,1
288,3017,1
288,3709,1
288,6005,1
288,6098,1
288,7436,2
288,7830,1
288,13680,1
288,14434,1
289,933,1
289,2062,1
290,8141,2
291,8714,2
291,10539,1
292,764,1
292,995,4
292,2474,1
292,3423,1
292,3623,1
292,4830,1
292,8291,1
292,8981,1
292,9705,1
292,9916,3
292,10508,1
292,11338,1
292,12411,1
292,13146,1
293,10917,1
293,13606,10
297,13416,1
298,8147,1
298,9696,1
299,5682,1
299,9301,4
299,9670,1
300,95,1
300,2230,2
300,3286,1
300,3459,1
300,6868,3
300,6950,1
300,7589,1
300,7641,2
300,9224,1
300,10120,1
300,11097,2
300,11860,1
300,11926,2
300,15397,1
302,13253,1
303,5498,1
303,8792,4
305,2402,3
305,5038,1
305,12585,1
306,277,1
306,4741,1
306,8839,1
306,9992,2
306,12088,1
306,14459,4
307,1249,1
307,1940,1
307,2936,1
307,3350,1
307,4595,1
307,5179,1
307,5460,1
307,5508,1
307,6317,1
307,8035,1
307,8261,1
307,11815,1
307,13060,1
307,13704,1
307,13895,1
307,14011,1
307,14123,1
307,14331,1
307,14596,1
307,15160,1
307,15578,1
307,15729,1
308,1513,1
308,3598,1
308,3852,1
308,4658,1
308,4805,4
308,6164,1
308,6817,2
308,7294,1
308,8484,1
308,8744,1
308,9566,1
308,11577,1
308,12617,1
308,14856,1
309,691,2
309,2611,3
309,2947,1
309,2964,1
309,7151,1
309,7390,3
309,7646,1
309,7767,1
309,8418,1
309,8943,4
309,11825,1
309,12168,1
309,13304,3
309,13895,1
309,15652,3
310,738,4
310,955,1
310,1038,1
310,1140,4
310,1198,1
310,2619,1
310,4024,1
310,4585,3
310,5289,3
310,7724,1
310,7895,1
310,8016,1
310,9885,1
310,11164,4
310,11512,1
310,11775,1
310,11967,1
310,12072,1
310,12302,1
310,13400,1
310,14276,1
312,2062,2
313,7244,2
315,2738,1
315,8761,1
316,1266,1
316,1384,1
316,14235,1
317,4500,1
317,8288,3
317,14537,1
319,1074,1
319,6543,2
319,8485,3
322,680,1
322,962,1
323,10054,2
324,352,1
324,6995,6
324,9956,1
324,10421,2
324,11924,1
324,12411,1
324,13998,1
326,397,1
326,2589,1
326,3157,1
326,4978,1
326,6470,1
326,7300,1
326,7871,1
326,7970,1
326,9530,1
326,10171,1
326,10723,1
326,10916,1
326,11572,1
326,14135,1
326,14226,1
326,15349,1
327,3966,1
327,8104,2
327,13903,3
327,14288,1
328,5812,1
328,6126,1
328,6288,1
328,8535,1
328,13933,1
331,1512,1
331,1570,1
331,3021,1
331,4329,1
331,5201,1
331,5297,1
331,5725,1
331,8967,2
332,2012,1
332,6419,1
332,7049,1
332,8606,1
332,11773,1
332,13128,1
332,13948,1
332,14152,1
333,806,1
333,1030,1
333,9111,1
336,1995,1
336,5143,1
336,5457,6
336,6985,1
336,10434,1
336,11245,1
337,1411,3
337,1820,1
337,8213,1
337,8402,1
337,9081,2
337,14029,1
339,1169,1
339,1636,2
339,2130,1
339,5349,1
339,6616,1
339,8167,1
339,9230,3
340,1733,1
340,6130,1
340,7081,1
342,941,1
342,7012,1
342,15369,2
343,1613,1
343,3428,1
343,3433,2
343,5251,1
343,7316,1
343,8041,1
343,12590,1
344,430,6
344,12727,1
345,1566,1
345,7016,6
345,9159,2
348,1370,2
348,3452,4
348,4392,1
348,6700,3
348,7117,1
348,7324,1
348,8104,1
348,8373,1
348,8403,1
348,10401,1
348,10681,2
348,13753,1
348,14545,1
348,15409,2
348,15428,1
348,15509,1
349,8346,1
349,8932,4
349,9072,1
349,11627,1
349,12699,3
349,14519,1
350,972,1
350,2656,1
350,2927,1
350,4047,1
350,4057,2
350,4159,1
350,4245,1
350,5804,1
350,7248,1
350,7603,1
350,7665,1
350,7809,1
350,8073,1
350,10152,1
350,12606,2
350,12882,1
350,13040,1
350,13371,1
351,2617,1
351,10898,1
353,6901,2
354,334,1
354,1561,1
354,1624,1
354,4056,1
354,4990,2
354,5308,3
354,7010,1
354,7644,3
354,8685,1
354,11820,1
354,13697,1
354,15493,1
357,847,1
357,1104,1
357,1875,1
357,2154,1
357,2752,1
357,2979,1
357,6662,2
357,10293,1
357,11254,1
357,12790,1
357,14285,2
358,2834,1
358,5584,1
358,6236,2
358,9593,2
361,1312,1
361,3775,1
361,4824,2
361,5591,2
361,13666,1
361,14414,5
363,1260,2
363,10898,2
364,1071,1
364,2752,3
364,7114,1
364,8137,1
364,9360,1
364,10468,3
364,10568,1
364,10612,1
364,13729,3
364,14080,1
364,14133,1
364,14592,2
364,15038,1
365,2601,2
365,5118,1
365,12513,1
366,221,1
366,3664,1
368,63,1
368,4918,1
368,14441,1
369,3815,1
370,3027,1
370,3052,1
370,4741,1
370,5403,1
370,7463,1
370,12952,2
371,14287,1
371,14494,1
372,683,1
372,2371,1
372,2953,1
372,2991,1
372,4334,1
372,4403,1
372,5086,1
372,5171,1
372,5455,1
372,5460,1
372,5678,1
372,7610,1
372,7646,1
372,7658,1
372,9025,1
372,9752,1
372,10202,1
372,11164,1
372,12331,1
372,12623,1
372,13404,1
372,13426,1
372,14140,1
372,15086,1
373,423,2
373,2499,1
373,7076,1
373,7607,2
373,8120,1
373,8767,1
373,9308,1
373,9728,1
373,11540,1
373,12034,1
373,12056,1
373,12257,1
373,14060,1
373,15437,1
374,2355,3
374,9840,2
375,3662,1
375,3735,1
375,8709,1
375,10012,1
375,10666,1
375,12072,1
375,15693,1
376,8189,1
376,9203,1
376,10412,1
376,12134,1
376,14077,1
377,3501,1
377,3879,1
377,5813,1
377,6432,3
377,8579,1
377,10447,6
377,11556,3
377,14303,1
377,14360,1
378,2230,1
378,3459,1
378,5343,3
378,7811,1
378,13587,1
378,14747,1
379,3375,1
379,5049,1
379,8867,2
379,9794,4
379,11692,1
379,13903,12
380,722,3
380,2700,4
380,11578,1
381,1723,1
381,3142,1
381,4548,1
381,4917,3
381,6996,1
381,7849,2
383,114,3
383,1577,4
383,2109,1
383,4899,1
383,9479,2
383,10479,1
383,11839,3
383,12602,1
383,14150,1
383,14513,1
384,786,1
384,3333,6
384,3472,4
384,3959,1
384,5301,1
384,7176,2
384,10019,1
384,12476,7
384,12655,4
384,14695,2
384,15055,1
385,460,1
385,1405,2
385,1536,4
385,7580,1
385,7680,1
385,8466,1
385,9327,2
385,11553,1
386,4550,3
387,941,1
387,2947,2
387,4550,1
387,5656,1
387,7716,1
387,7909,1
387,8265,3
388,1666,2
388,4098,1
388,7715,1
390,11850,1
391,2839,1
391,5626,1
392,9426,2
394,2895,3
394,5584,1
394,14354,1
395,4926,2
395,6872,1
395,8232,8
395,8390,2
395,8435,1
395,10755,2
395,11206,1
395,13313,1
395,13578,1
397,10919,3
397,13005,1
398,271,1
398,986,1
398,999,1
398,2774,1
398,3587,5
398,6548,1
398,7163,1
398,8374,2
398,9350,1
398,11390,1
398,12035,1
398,13717,1
398,14596,2
398,14640,1
398,14992,1
399,2545,1
399,9184,1
399,13938,1
400,15229,1
401,9029,1
402,7590,1
403,11815,1
404,4119,2
404,6756,1
404,12281,8
405,2943,1
405,6509,2
405,9441,2
405,10028,1
405,10343,1
405,10720,2
405,13755,2
407,2280,1
407,8576,2
407,11321,1
407,12068,1
407,15242,2
408,375,1
408,656,1
408,2069,1
408,9122,1
408,10258,1
408,12080,2
409,7051,1
409,7821,1
409,11454,1
409,14347,1
409,14404,1
413,238,2
413,991,1
413,1833,1
413,3498,1
413,3596,1
413,3851,1
413,4585,1
413,5856,1
413,7100,1
413,8432,1
413,8584,1
413,8660,2
413,9205,1
413,9331,1
413,9501,1
413,9802,2
413,10691,1
413,11428,1
413,11541,1
413,12112,3
413,14300,1
413,14602,1
413,15627,1
414,4340,1
414,12954,1
414,15144,1
415,7680,2
415,8150,1
415,9678,1
418,1240,2
419,7746,1
419,8876,1
420,1329,1
420,1518,3
420,1753,4
420,7613,1
420,11352,1
420,12068,1
423,3441,1
423,5136,1
423,10603,1
423,13922,2
424,15275,1
